Año;Tipo territorio;Código territorio;Territorio;Antigüedad;Valor;Unidad;Estado dato
2015;Municipios;0262;Brunete;Más de cinco años;-;Euros/m2;
2015;Municipios;0278;Buitrago del Lozoya;Más de cinco años;-;Euros/m2;
2015;Municipios;0284;Bustarviejo;Más de cinco años;-;Euros/m2;
2015;Municipios;0297;Cabanillas de la Sierra;Más de cinco años;-;Euros/m2;
2015;Municipios;0301;Cabrera (La);Más de cinco años;-;Euros/m2;
2015;Municipios;0318;Cadalso de los Vidrios;Más de cinco años;-;Euros/m2;
2015;Municipios;0323;Camarma de Esteruelas;Más de cinco años;-;Euros/m2;
2015;Municipios;0339;Campo Real;Más de cinco años;-;Euros/m2;
2015;Municipios;0344;Canencia;Más de cinco años;-;Euros/m2;
2015;Municipios;0357;Carabaña;Más de cinco años;-;Euros/m2;
2015;Municipios;0360;Casarrubuelos;Más de cinco años;-;Euros/m2;
2015;Municipios;0376;Cenicientos;Más de cinco años;-;Euros/m2;
2015;Municipios;0382;Cercedilla;Más de cinco años;-;Euros/m2;
2015;Municipios;0395;Cervera de Buitrago;Más de cinco años;-;Euros/m2;
2015;Municipios;0513;Chapinería;Más de cinco años;-;Euros/m2;
2015;Municipios;0528;Chinchón;Más de cinco años;-;Euros/m2;
